Title;Year;Genre;Award Amount;Box Office;Budget;Time (mins);Reviews;Number of Reviews
7 krasnoludków: Las to za mało - historia jeszcze prawdziwsza;2006; Fantasy ;0;-;-;95;[4.0, 4.0, 7.0, 10.0, 18.0, 22.0, 18.0, 10.0, 4.0, 4.0];14784
10 minut później: Trąbka;2002; Dramat ;0;-;-;92;[0.8, 0.2, 0.7, 2.0, 5.0, 12.0, 31.0, 34.0, 12.0, 4.0];4831
Na własną rękę;2002; Thriller ;0;78382433;85000000;108;[0.5, 0.6, 3.0, 7.0, 17.0, 32.0, 26.0, 9.0, 2.0, 4.0];14184
Miś Yogi;2010; Familijny ;0;201584141;80000000;80;[1.0, 2.0, 6.0, 11.0, 22.0, 27.0, 18.0, 8.0, 2.0, 3.0];14135
Simona Kossak;2024; Biograficzny ;0;-;-;100;[0.5, 0.6, 2.0, 4.0, 14.0, 30.0, 30.0, 14.0, 3.0, 2.0];3874
Hologram dla króla;2016; Dramat ;0;8298564;30000000;98;[0.3, 0.4, 4.0, 8.0, 26.0, 34.0, 20.0, 5.0, 0.8, 0.7];3779
Złów i wypuść;2006; Dramat ;0;16158487;25000000;124;[0.5, 0.7, 3.0, 6.0, 15.0, 28.0, 29.0, 13.0, 3.0, 3.0];10426
Mali agenci. Wyścig z czasem 4D;2011; Familijny ;0;85564310;27000000;89;[4.0, 5.0, 11.0, 15.0, 21.0, 19.0, 13.0, 6.0, 2.0, 4.0];12350
Perspektywa;2018; Thriller ;0;-;-;97;[0.8, 0.9, 5.0, 7.0, 17.0, 29.0, 26.0, 11.0, 2.0, 1.0];6403
Replikanci;2018; Thriller ;0;9206925;30000000;107;[1.0, 2.0, 9.0, 12.0, 25.0, 28.0, 16.0, 5.0, 1.0, 1.0];3384
Bliscy nieznajomi;2004; Dramat ;0;7120939;-;104;[4.0, 2.0, 4.0, 6.0, 13.0, 20.0, 25.0, 18.0, 5.0, 3.0];1414
Ostatni komers;2020; Dramat ;0;-;-;84;[2.0, 2.0, 6.0, 9.0, 18.0, 25.0, 26.0, 10.0, 1.0, 1.0];9113
Obława;2010; Dramat ;0;-;-;115;[0.6, 0.3, 1.0, 2.0, 6.0, 16.0, 38.0, 26.0, 7.0, 3.0];4486
Drapieżnik;2007; Dramat ;0;7119846;35000000;105;[1.0, 0.6, 3.0, 6.0, 14.0, 29.0, 30.0, 12.0, 2.0, 2.0];11171
Sens życia oraz jego brak;2014; Dramat ;0;-;-;91;[0.5, 0.6, 2.0, 4.0, 10.0, 22.0, 34.0, 20.0, 5.0, 2.0];2893
Carandiru;2003; Dramat ;0;10781635;-;140;[0.3, 0.2, 1.0, 2.0, 5.0, 12.0, 32.0, 33.0, 10.0, 5.0];5863
Impostor: Test na człowieczeństwo;2001; Sensacyjny ;0;8145549;30000000;95;[0.5, 0.6, 2.0, 4.0, 11.0, 23.0, 34.0, 18.0, 4.0, 2.0];9976
Yyyreek!!! Kosmiczna nominacja;2002; Komedia ;0;-;-;85;[83.0, 9.0, 3.0, 1.0, 0.7, 0.6, 0.4, 0.2, 0.1, 1.0];15000
Kocham cię od tak dawna;2008; Dramat obyczajowy ;23;22272176;-;115;[0.5, 0.3, 0.8, 1.0, 4.0, 10.0, 29.0, 36.0, 11.0, 7.0];4534
Baader-Meinhof;2008; Dramat ;8;-;-;150;[0.6, 0.2, 1.0, 2.0, 5.0, 17.0, 35.0, 28.0, 8.0, 3.0];6878
Tylko nie miłość;2010; Komedia rom. ;0;-;-;87;[0.5, 0.4, 2.0, 5.0, 14.0, 31.0, 30.0, 12.0, 2.0, 1.0];3830
Pejzaż we mgle;1988; Dramat obyczajowy ;10;-;-;127;[4.0, 0.7, 2.0, 2.0, 5.0, 8.0, 20.0, 31.0, 19.0, 10.0];2148
Julia;2008; Dramat ;0;1333241;6000000;138;[0.5, 0.5, 2.0, 4.0, 10.0, 23.0, 33.0, 19.0, 4.0, 5.0];4923
Nawet góry przeminą;2015; Melodramat ;0;5210160;-;131;[0.9, 0.8, 3.0, 3.0, 10.0, 24.0, 33.0, 19.0, 4.0, 1.0];2586
21 x Nowy Jork;2016; Dokumentalny ;13;-;-;70;[0.8, 0.7, 3.0, 5.0, 11.0, 21.0, 30.0, 20.0, 7.0, 1.0];2697
Alicja już tu nie mieszka;1974; Dramat obyczajowy ;15;18600000;1800000;112;[0.5, 0.1, 0.8, 1.0, 5.0, 16.0, 38.0, 27.0, 7.0, 5.0];2847
Myśl jak facet 2;2014; Komedia rom. ;0;70181428;24000000;106;[0.6, 1.0, 4.0, 8.0, 18.0, 30.0, 24.0, 10.0, 3.0, 2.0];2356
Syn Boży;2014; Dramat ;0;67800064;22000000;138;[1.0, 1.0, 3.0, 5.0, 11.0, 19.0, 28.0, 18.0, 6.0, 8.0];6297
Udław się;2008; Dramat ;0;3982459;3000000;89;[1.0, 2.0, 6.0, 9.0, 17.0, 27.0, 24.0, 10.0, 3.0, 2.0];7075
Dziewczynka z kotem;2014; Dramat ;0;-;-;103;[0.6, 0.7, 2.0, 3.0, 9.0, 18.0, 31.0, 26.0, 8.0, 3.0];2893
Platforma 2;2024; Thriller ;0;-;-;100;[3.0, 7.0, 21.0, 24.0, 25.0, 13.0, 5.0, 1.0, 0.4, 0.4];12700
Sprawa zamknięta;2011; Dramat ;0;1336318;15000000;90;[0.6, 2.0, 8.0, 12.0, 28.0, 28.0, 15.0, 5.0, 0.9, 1.0];3965
W matni;1999; Dramat ;0;10115013;25000000;101;[0.4, 0.3, 0.8, 2.0, 6.0, 16.0, 32.0, 28.0, 9.0, 6.0];7800
I zapadła ciemność;2010; Thriller ;0;-;-;91;[2.0, 3.0, 11.0, 15.0, 26.0, 23.0, 13.0, 4.0, 1.0, 1.0];2556
Słodziak;2019; Dramat ;16;3400977;3500000;93;[0.4, 0.4, 2.0, 3.0, 10.0, 24.0, 37.0, 18.0, 4.0, 1.0];4336
Zbrodnie czasu;2007; Thriller ;0;-;-;92;[0.6, 0.7, 4.0, 5.0, 12.0, 27.0, 32.0, 15.0, 4.0, 2.0];3998
Wilde. Historia pisarza;1997; Biograficzny ;0;2158775;10000000;118;[0.4, 0.3, 1.0, 3.0, 9.0, 20.0, 33.0, 23.0, 7.0, 4.0];2086
Shelter;2007; Melodramat ;1;-;-;97;[0.9, 0.6, 2.0, 3.0, 6.0, 14.0, 26.0, 27.0, 12.0, 9.0];6790
Wkłucie;2011; Dramat ;0;-;-;100;[0.2, 0.2, 1.0, 3.0, 9.0, 25.0, 38.0, 18.0, 4.0, 2.0];3577
Jedyna prawdziwa rzecz;1998; Dramat obyczajowy ;0;26616840;30000000;127;[0.4, 0.4, 1.0, 2.0, 4.0, 13.0, 32.0, 32.0, 9.0, 6.0];4681
Balonowy chłopak;2001; Komedia ;0;5007898;13000000;84;[2.0, 2.0, 7.0, 11.0, 22.0, 27.0, 18.0, 7.0, 2.0, 2.0];12190
Ślicznotka;1978; Dramat ;0;5786368;-;110;[2.0, 1.0, 2.0, 5.0, 13.0, 25.0, 31.0, 15.0, 4.0, 3.0];2960
Effie Gray;2014; Biograficzny ;0;-;-;108;[0.4, 0.6, 3.0, 5.0, 17.0, 33.0, 27.0, 11.0, 2.0, 1.0];4715
Stutz;2022; Dokumentalny ;0;-;-;96;[0.3, 0.3, 0.9, 1.0, 5.0, 11.0, 31.0, 34.0, 12.0, 5.0];6181
Posłaniec;1971; Dramat obyczajowy ;15;-;-;118;[3.0, 0.9, 2.0, 3.0, 7.0, 15.0, 27.0, 23.0, 10.0, 9.0];2096
Imperium wilków;2005; Thriller ;0;-;-;128;[0.7, 0.6, 2.0, 4.0, 12.0, 25.0, 33.0, 16.0, 4.0, 3.0];10954
Miłość obnażona;2008; Dramat ;0;-;-;237;[1.0, 0.7, 0.9, 2.0, 3.0, 8.0, 15.0, 28.0, 24.0, 18.0];2196
Piękny drań;2016; Dramat ;0;-;-;95;[0.7, 0.7, 2.0, 5.0, 14.0, 28.0, 30.0, 13.0, 4.0, 2.0];6576
Anomalia;2014; Akcja ;0;-;-;97;[2.0, 3.0, 11.0, 14.0, 24.0, 23.0, 15.0, 6.0, 1.0, 1.0];3881
Sword of the Stranger;2007; Historyczny ;0;-;-;103;[1.0, 0.2, 0.5, 0.5, 2.0, 6.0, 21.0, 36.0, 20.0, 12.0];4104
Plotka;2001; Komedia ;0;50104745;-;84;[0.3, 0.3, 1.0, 2.0, 7.0, 21.0, 38.0, 22.0, 6.0, 2.0];11678
Szaleni;2005; Surrealistyczny ;3;-;-;118;[1.0, 0.8, 1.0, 2.0, 5.0, 9.0, 21.0, 31.0, 19.0, 9.0];2124
Portret rodzinny we wnętrzu;1974; Dramat ;5;-;-;121;[0.4, 0.3, 0.8, 1.0, 3.0, 9.0, 20.0, 32.0, 26.0, 7.0];3486
Nazywam się Dolemite;2019; Biograficzny ;36;-;-;118;[0.6, 0.5, 2.0, 3.0, 10.0, 28.0, 39.0, 14.0, 2.0, 0.9];8685
Kwiaty na poddaszu;1987; Dramat ;0;15151736;-;93;[2.0, 2.0, 4.0, 5.0, 10.0, 19.0, 26.0, 19.0, 7.0, 6.0];3966
Aniołowie o brudnych twarzach;1938; Dramat ;0;-;-;97;[0.3, 0.0, 0.5, 0.7, 2.0, 8.0, 24.0, 35.0, 17.0, 12.0];3846
Najlepszy;2009; Melodramat ;0;-;-;99;[0.4, 0.3, 1.0, 3.0, 10.0, 23.0, 36.0, 18.0, 4.0, 2.0];4715
Zaginione;2003; Western ;0;38364277;60000000;137;[0.3, 0.3, 1.0, 3.0, 9.0, 26.0, 39.0, 16.0, 3.0, 3.0];3810
Wszystkie psy idą do nieba 2;1996; Animacja ;0;8620678;-;82;[0.3, 0.2, 0.9, 2.0, 5.0, 15.0, 31.0, 29.0, 9.0, 8.0];11476
Kwiaty na poddaszu;1987; Dramat ;0;15151736;-;93;[2.0, 2.0, 4.0, 5.0, 10.0, 19.0, 26.0, 19.0, 7.0, 6.0];3966
Pokochaj, poślub, powtórz;2020; Komedia rom. ;0;-;-;100;[1.0, 3.0, 11.0, 16.0, 27.0, 25.0, 13.0, 4.0, 0.6, 0.5];14093
Cheri;2009; Romans ;4;9366227;23000000;100;[0.5, 0.8, 3.0, 7.0, 18.0, 27.0, 25.0, 13.0, 3.0, 2.0];4331
Porwanie Michela Houellebecqa;2014; Dramat ;0;-;-;93;[0.9, 0.9, 2.0, 3.0, 7.0, 17.0, 32.0, 27.0, 8.0, 2.0];4575
Krokodyl Dundee;1986; Komedia ;9;328203506;-;98;[0.3, 0.6, 2.0, 3.0, 10.0, 25.0, 34.0, 16.0, 5.0, 5.0];13592
Władca Pierścieni;1978; Animacja ;0;30471420;4000000;132;[2.0, 2.0, 4.0, 7.0, 15.0, 24.0, 24.0, 11.0, 4.0, 6.0];10778
Poszukiwacze;1956; Western ;8;-;-;120;[0.6, 0.3, 1.0, 2.0, 7.0, 18.0, 32.0, 24.0, 7.0, 7.0];4995
Ślepowidzenie;2014; Dramat ;13;-;-;96;[1.0, 1.0, 4.0, 5.0, 11.0, 22.0, 32.0, 18.0, 5.0, 1.0];3308
Gniew;2017; Dramat ;0;-;-;91;[1.0, 1.0, 4.0, 7.0, 16.0, 25.0, 26.0, 14.0, 3.0, 2.0];3347
Świat według Spiveta;2013; Dramat ;5;9498072;33000000;105;[0.3, 0.2, 0.9, 2.0, 7.0, 19.0, 38.0, 23.0, 6.0, 3.0];4889
Eden;2012; Dramat ;0;-;-;98;[0.2, 0.2, 0.8, 3.0, 8.0, 23.0, 38.0, 20.0, 5.0, 2.0];4086
Przekręt doskonały;2003; Kryminał ;0;23014206;15000000;98;[0.4, 0.5, 2.0, 3.0, 10.0, 25.0, 36.0, 17.0, 4.0, 3.0];8736
Tajna broń;1996; Sensacyjny ;0;150270147;50000000;108;[0.6, 1.0, 3.0, 7.0, 16.0, 32.0, 27.0, 9.0, 2.0, 2.0];14348
Ten Inch Hero;2007; Dramat ;0;-;-;102;[0.7, 0.5, 2.0, 2.0, 6.0, 13.0, 24.0, 27.0, 13.0, 13.0];4303
Sissi - młoda cesarzowa;1956; Kostiumowy ;0;-;-;118;[0.6, 0.4, 0.9, 2.0, 5.0, 13.0, 28.0, 28.0, 11.0, 11.0];12492
Gwiazdy na ziemi;2007; Dramat obyczajowy ;0;21897373;-;165;[0.7, 0.4, 1.0, 1.0, 3.0, 8.0, 18.0, 31.0, 20.0, 15.0];4430
W obliczu przeznaczenia;2009; Dramat obyczajowy ;0;-;-;105;[0.2, 0.4, 2.0, 3.0, 11.0, 24.0, 34.0, 19.0, 4.0, 3.0];6391
Kapitan Ameryka: Nowy wspaniały świat;2025; Akcja ;0;-;-;-;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];5934
Mauretańczyk;2021; Biograficzny ;0;7527030;-;129;[0.1, 0.1, 0.7, 2.0, 7.0, 25.0, 41.0, 19.0, 3.0, 2.0];6049
24 Hour Party People;2002; Dramat ;0;2781211;-;115;[0.5, 0.8, 1.0, 2.0, 6.0, 13.0, 30.0, 31.0, 11.0, 4.0];3533
Alicja;1990; Dramat ;0;7331647;12000000;102;[1.0, 0.2, 1.0, 3.0, 10.0, 24.0, 34.0, 19.0, 4.0, 2.0];5691
On, ona i on;2001; Dramat obyczajowy ;0;-;-;105;[3.0, 2.0, 2.0, 3.0, 7.0, 13.0, 25.0, 23.0, 13.0, 10.0];6028
Fighter;2019; Dramat ;0;-;-;95;[29.0, 11.0, 17.0, 14.0, 12.0, 8.0, 4.0, 2.0, 1.0, 2.0];13821
Zagrożenie dla społeczeństwa;1993; Kryminał ;4;27912072;3500000;97;[0.6, 0.3, 1.0, 2.0, 5.0, 12.0, 29.0, 30.0, 13.0, 8.0];5608
Drzwi w podłodze;2004; Dramat ;0;6715067;7500000;111;[0.6, 0.3, 2.0, 3.0, 10.0, 24.0, 34.0, 18.0, 4.0, 3.0];7539
Code Blue;2011; Dramat ;0;-;-;80;[3.0, 2.0, 6.0, 6.0, 13.0, 19.0, 24.0, 18.0, 6.0, 2.0];3432
Musimy sobie pomagać;2000; Dramat ;8;1830938;-;122;[2.0, 0.5, 1.0, 1.0, 3.0, 9.0, 26.0, 37.0, 14.0, 6.0];3849
Ghost Town;2008; Komedia rom. ;2;27074492;20000000;102;[0.3, 0.4, 2.0, 4.0, 15.0, 32.0, 32.0, 10.0, 2.0, 1.0];10195
Co jest grane?;2008; Dramat ;0;6710888;25000000;104;[3.0, 3.0, 11.0, 16.0, 25.0, 21.0, 13.0, 5.0, 1.0, 2.0];8693
Dyliżans;1939; Western ;11;-;-;96;[0.4, 0.1, 0.5, 1.0, 4.0, 12.0, 31.0, 33.0, 11.0, 7.0];5775
Belle;2021; Sci-Fi ;0;64683583;-;121;[0.8, 0.9, 2.0, 4.0, 9.0, 19.0, 30.0, 23.0, 8.0, 4.0];6085
Edison;2005; Kryminał ;0;4143414;25150000;97;[1.0, 1.0, 4.0, 6.0, 17.0, 29.0, 26.0, 10.0, 2.0, 3.0];9331
Kulej. Dwie strony medalu;2024; Biograficzny ;0;-;-;139;[0.4, 0.2, 0.7, 2.0, 7.0, 19.0, 37.0, 24.0, 5.0, 4.0];3684
BloodRayne;2005; Fantasy ;0;3650275;25000000;95;[17.0, 15.0, 19.0, 16.0, 13.0, 8.0, 5.0, 3.0, 1.0, 3.0];12606
Czerwień rubinu;2013; Dramat ;0;-;-;122;[0.8, 1.0, 3.0, 5.0, 10.0, 21.0, 26.0, 18.0, 8.0, 7.0];2783
Malowany ptak;2019; Dramat ;20;-;-;169;[5.0, 1.0, 4.0, 5.0, 12.0, 15.0, 23.0, 22.0, 8.0, 4.0];2767
Milion dolarów;2010; Dramat ;8;-;-;107;[5.0, 5.0, 13.0, 17.0, 21.0, 20.0, 12.0, 5.0, 1.0, 2.0];10801
Chłopiec z burzy;2019; Familijny ;0;-;-;99;[0.7, 0.3, 2.0, 2.0, 9.0, 25.0, 33.0, 19.0, 5.0, 4.0];4745
Kronika wypadków miłosnych;1985; Dramat ;0;-;-;114;[2.0, 0.8, 3.0, 4.0, 11.0, 19.0, 26.0, 24.0, 8.0, 4.0];5507
Euforia;2006; Melodramat ;0;2209023;-;74;[2.0, 1.0, 3.0, 3.0, 8.0, 13.0, 24.0, 27.0, 12.0, 7.0];4183
Grona gniewu;1940; Dramat ;17;-;-;128;[0.8, 0.3, 0.7, 1.0, 4.0, 11.0, 28.0, 34.0, 13.0, 7.0];3878
Pole rażenia;1993; Thriller ;0;24107867;30000000;101;[0.2, 0.3, 1.0, 3.0, 10.0, 29.0, 39.0, 14.0, 2.0, 1.0];12873
Na tyłach wroga;2003; Dramat ;0;1310470;780000;90;[0.3, 0.3, 1.0, 3.0, 7.0, 17.0, 34.0, 26.0, 7.0, 4.0];3195
Bez wyjścia;1987; Thriller ;0;35509515;15000000;114;[0.3, 0.3, 0.9, 2.0, 6.0, 19.0, 39.0, 25.0, 5.0, 2.0];7775
Nasza klątwa;2013; Dokumentalny ;0;-;-;27;[0.6, 0.6, 2.0, 2.0, 9.0, 19.0, 33.0, 24.0, 7.0, 2.0];5283
Wśród nocnej ciszy;1978; Dramat ;0;-;-;116;[0.3, 0.3, 0.4, 0.9, 3.0, 10.0, 25.0, 38.0, 17.0, 5.0];4473
Obrońca;2005; Akcja ;0;27165581;-;108;[1.0, 0.9, 2.0, 3.0, 7.0, 13.0, 26.0, 26.0, 11.0, 11.0];9367
Szkolna imprezka;2013; Komedia ;0;77676735;-;119;[1.0, 0.8, 2.0, 3.0, 6.0, 19.0, 34.0, 23.0, 8.0, 4.0];4029
15:10 do Yumy;1957; Western ;0;-;-;92;[0.3, 0.1, 0.4, 1.0, 3.0, 9.0, 26.0, 37.0, 14.0, 9.0];7440
Kobieta-diabeł;1964; Horror ;0;-;-;99;[0.5, 0.4, 0.9, 2.0, 3.0, 8.0, 24.0, 38.0, 16.0, 7.0];2806
Austin Powers 2 - Szpieg, który nie umiera nigdy;1999; Komedia ;22;312016858;33000000;95;[4.0, 3.0, 6.0, 9.0, 18.0, 26.0, 20.0, 9.0, 3.0, 2.0];14646
In the Hand of Dante;2024; Dramat ;0;-;-;-;[5.0, 0.0, 5.0, 0.0, 20.0, 0.0, 5.0, 5.0, 0.0, 60.0];5763
Książę i aktoreczka;1957; Komedia ;0;-;-;117;[0.3, 0.3, 1.0, 3.0, 8.0, 22.0, 35.0, 22.0, 5.0, 4.0];5849
Dick Tracy;1990; Komedia kryminalna ;28;162738726;47000000;101;[1.0, 1.0, 3.0, 6.0, 15.0, 28.0, 27.0, 12.0, 4.0, 3.0];4836
Ostatnie wakacje;2019; Komedia rom. ;0;-;-;109;[2.0, 3.0, 10.0, 15.0, 25.0, 23.0, 13.0, 5.0, 2.0, 1.0];11826
Pajęczyna Charlotty;2006; Animacja ;7;144877632;85000000;97;[0.6, 0.9, 3.0, 6.0, 14.0, 28.0, 27.0, 13.0, 4.0, 4.0];13326
Beztroskie lata w Ridgemont High;1982; Dramat ;0;27092880;4500000;90;[0.6, 1.0, 2.0, 6.0, 14.0, 32.0, 28.0, 11.0, 2.0, 2.0];4551
Na złej drodze;2022; Thriller ;14;2157673;-;93;[0.1, 0.3, 1.0, 4.0, 15.0, 41.0, 30.0, 6.0, 0.7, 0.5];7559
Polubić czy poślubić;1997; Komedia rom. ;0;41581428;-;106;[0.5, 0.4, 2.0, 4.0, 13.0, 29.0, 32.0, 13.0, 4.0, 3.0];2862
Dziewczyna gangstera;1993; Komedia ;0;11081586;-;96;[0.3, 0.4, 2.0, 5.0, 15.0, 33.0, 30.0, 10.0, 2.0, 2.0];8280
Linia czasu;2003; Przygodowy ;0;43935763;80000000;116;[0.5, 0.8, 4.0, 7.0, 17.0, 29.0, 26.0, 10.0, 2.0, 3.0];3066
Mistress America;2015; Komedia ;0;3301227;-;84;[0.9, 1.0, 5.0, 8.0, 18.0, 27.0, 25.0, 11.0, 2.0, 0.5];5188
Dusiciel z Bostonu;2023; Biograficzny ;2;-;-;112;[0.1, 0.1, 0.7, 3.0, 15.0, 41.0, 32.0, 7.0, 0.8, 0.4];9730
Ptak, który zwiastował trzęsienie ziemi;2019; Dramat obyczajowy ;0;-;-;107;[0.4, 0.8, 3.0, 6.0, 16.0, 30.0, 28.0, 13.0, 2.0, 0.8];9840
Droga bez powrotu 5: Krwawe granice;2012; Horror ;0;-;-;91;[9.0, 12.0, 19.0, 19.0, 16.0, 11.0, 7.0, 4.0, 1.0, 2.0];14161
Do granic;2022; Thriller ;0;-;-;77;[0.3, 0.2, 1.0, 2.0, 7.0, 25.0, 45.0, 17.0, 2.0, 0.6];4738
Chyba na pewno ty;2019; Komedia rom. ;0;-;-;101;[0.5, 1.0, 4.0, 9.0, 23.0, 34.0, 21.0, 5.0, 1.0, 0.9];12945
Miasteczko Cut Bank;2014; Thriller ;0;-;-;93;[0.4, 0.8, 5.0, 10.0, 24.0, 32.0, 20.0, 6.0, 0.9, 0.6];6136
Brudna gra;2019; Biograficzny ;0;9473603;-;112;[0.2, 0.1, 0.7, 2.0, 7.0, 27.0, 43.0, 16.0, 3.0, 1.0];6529
Miesiąc miodowy;2014; Horror ;0;-;-;87;[3.0, 4.0, 13.0, 15.0, 22.0, 23.0, 14.0, 5.0, 0.8, 0.3];7725
30 minut lub mniej;2011; Komedia ;0;40547440;28000000;83;[0.8, 2.0, 6.0, 12.0, 24.0, 31.0, 17.0, 5.0, 1.0, 1.0];11995
Po prostu miłość;2008; Romans ;0;32561321;-;92;[0.3, 0.4, 2.0, 4.0, 13.0, 31.0, 34.0, 13.0, 2.0, 1.0];7904
Totem;2023; Dramat ;0;-;-;95;[0.5, 0.5, 2.0, 3.0, 8.0, 17.0, 34.0, 26.0, 7.0, 1.0];3420
Cudowny dzień;2015; Dramat ;10;4000398;-;106;[0.3, 0.2, 1.0, 2.0, 7.0, 23.0, 39.0, 21.0, 4.0, 1.0];8108
Bitwa o Sewastopol;2015; Biograficzny ;0;-;-;123;[0.8, 0.5, 2.0, 4.0, 10.0, 21.0, 32.0, 20.0, 7.0, 3.0];3794
Życie przed sobą;2020; Dramat ;16;-;-;94;[0.2, 0.2, 0.9, 2.0, 9.0, 28.0, 36.0, 18.0, 4.0, 1.0];9091
Paragraf 22;1970; Wojenny ;0;24911670;18000000;121;[0.7, 0.5, 2.0, 3.0, 9.0, 17.0, 31.0, 24.0, 8.0, 5.0];4726
Oniegin;1999; Melodramat ;0;-;-;106;[0.3, 0.3, 1.0, 3.0, 8.0, 16.0, 31.0, 26.0, 9.0, 6.0];4350
Powrót do raju;1998; Dramat ;0;8341087;-;111;[0.3, 0.4, 0.8, 1.0, 4.0, 12.0, 32.0, 34.0, 11.0, 5.0];4330
Pierwszy gol;2023; Komedia ;0;18648802;14000000;97;[0.2, 0.6, 2.0, 6.0, 16.0, 36.0, 28.0, 9.0, 2.0, 0.8];6997
Za wzgórzami;2012; Dramat ;7;-;-;155;[0.6, 0.6, 3.0, 4.0, 10.0, 18.0, 33.0, 23.0, 7.0, 2.0];3150
Króliki;2002; Dramat ;0;-;-;50;[2.0, 1.0, 2.0, 3.0, 7.0, 15.0, 28.0, 25.0, 9.0, 6.0];3774
Nasz najlepszy rok;2017; Dramat ;0;11625884;-;113;[0.4, 0.2, 1.0, 4.0, 12.0, 29.0, 35.0, 15.0, 3.0, 1.0];4664
Filar;1962; Melodramat ;0;-;-;28;[0.6, 0.5, 0.9, 2.0, 4.0, 7.0, 25.0, 36.0, 17.0, 7.0];3615
Przeznaczone do burdelu;2004; Dokumentalny ;10;3515061;-;85;[0.4, 0.2, 0.6, 1.0, 3.0, 10.0, 25.0, 41.0, 15.0, 5.0];5795
Profil śmierci;2016; Horror ;0;3759078;9900000;92;[1.0, 3.0, 6.0, 10.0, 20.0, 28.0, 20.0, 9.0, 2.0, 2.0];9329
Baby Broker;2022; Dramat ;5;18820518;-;129;[0.1, 0.4, 1.0, 2.0, 8.0, 25.0, 40.0, 19.0, 3.0, 0.7];5227
Life;2015; Dramat ;0;-;-;111;[0.8, 0.7, 4.0, 8.0, 21.0, 30.0, 22.0, 10.0, 2.0, 2.0];1840
Tylko ty;1994; Komedia rom. ;0;20059210;-;115;[0.4, 0.5, 2.0, 5.0, 12.0, 27.0, 32.0, 14.0, 4.0, 3.0];8721
Dusza towarzystwa;2018; Komedia ;4;65859911;30000000;105;[0.8, 2.0, 6.0, 11.0, 24.0, 30.0, 17.0, 6.0, 1.0, 1.0];11418
Siostrzeństwo świętej sauny;2023; Dokumentalny ;13;-;-;89;[0.5, 0.5, 1.0, 2.0, 5.0, 13.0, 36.0, 32.0, 9.0, 2.0];3452
Przylądek strachu;1962; Thriller ;0;-;-;105;[0.2, 0.2, 0.4, 0.9, 3.0, 10.0, 31.0, 38.0, 11.0, 5.0];5220
Detektyw;1972; Thriller ;13;-;-;138;[1.0, 0.3, 0.6, 1.0, 3.0, 9.0, 24.0, 32.0, 16.0, 12.0];3337
Dobrzy ludzie;2014; Thriller ;0;-;-;90;[0.8, 1.0, 7.0, 14.0, 30.0, 29.0, 13.0, 3.0, 0.6, 1.0];6538
Terminal;2018; Dramat ;0;-;-;90;[2.0, 2.0, 9.0, 12.0, 22.0, 25.0, 15.0, 6.0, 2.0, 5.0];4158
Klincz;1997; Dramat ;0;5571205;-;91;[0.6, 0.2, 0.9, 2.0, 5.0, 13.0, 30.0, 31.0, 11.0, 8.0];6328
Bułgarski pościkk;2001; Sensacyjny ;0;-;-;49;[3.0, 1.0, 2.0, 3.0, 5.0, 12.0, 23.0, 24.0, 13.0, 13.0];10543
Empire State: Ryzykowna gra;2013; Akcja ;0;-;-;94;[0.9, 2.0, 8.0, 14.0, 30.0, 26.0, 13.0, 4.0, 1.0, 1.0];7584
Kod Dedala;2019; Thriller ;0;3051338;-;105;[0.5, 0.7, 3.0, 5.0, 14.0, 29.0, 29.0, 14.0, 3.0, 2.0];6321
W nieskończoność;2021; Thriller ;0;-;-;106;[1.0, 3.0, 10.0, 14.0, 26.0, 27.0, 14.0, 4.0, 1.0, 0.8];9609
Weekend u Berniego;1989; Komedia ;0;30218387;-;101;[0.5, 0.7, 2.0, 3.0, 8.0, 19.0, 32.0, 23.0, 7.0, 4.0];4317
Withnail i ja;1987; Komedia ;0;1704053;-;104;[0.4, 0.4, 1.0, 3.0, 7.0, 13.0, 28.0, 27.0, 13.0, 7.0];3378
W pustyni i w puszczy;1973; Familijny ;0;-;-;184;[0.8, 0.9, 3.0, 6.0, 14.0, 27.0, 27.0, 14.0, 4.0, 3.0];14374
Potem;2008; Dramat ;0;-;-;107;[0.6, 0.6, 3.0, 5.0, 13.0, 23.0, 30.0, 17.0, 5.0, 3.0];4320
Wyspa Róży;2020; Komedia ;11;-;-;117;[0.2, 0.2, 1.0, 3.0, 11.0, 31.0, 38.0, 13.0, 2.0, 0.8];11192
Układ;2013; Dramat ;0;6331939;-;96;[0.2, 0.3, 2.0, 4.0, 15.0, 33.0, 33.0, 11.0, 2.0, 0.6];3564
Atak pająków;2002; Horror ;0;45867333;30000000;99;[10.0, 11.0, 20.0, 18.0, 17.0, 12.0, 6.0, 2.0, 0.8, 2.0];15109
Czeski błąd;2009; Dramat obyczajowy ;13;-;-;100;[0.5, 0.6, 1.0, 2.0, 6.0, 18.0, 35.0, 27.0, 7.0, 2.0];4149
Bliscy nieznajomi;2018; Dokumentalny ;25;12320845;-;96;[0.0, 0.1, 0.4, 0.6, 3.0, 16.0, 44.0, 30.0, 6.0, 1.0];6639
Spawn;1997; Horror ;0;87840042;40000000;96;[3.0, 4.0, 9.0, 11.0, 18.0, 23.0, 18.0, 8.0, 3.0, 3.0];11438
Monster Hunter;2020; Fantasy ;0;42145959;60000000;99;[3.0, 7.0, 18.0, 20.0, 24.0, 17.0, 7.0, 3.0, 0.7, 0.8];2163
